customer_id,tenure,marital_status,number_of_device_registered,number_of_address,prefered_order_cat,churn
1480,0.0,Single,4.0,2.0,Mobile,0.0
1481,18.0,Single,4.0,8.0,Mobile,0.0
1482,7.0,Married,4.0,2.0,Laptop & Accessory,0.0
1483,1.0,Divorced,4.0,3.0,Mobile,0.0
1484,5.0,Divorced,4.0,3.0,Laptop & Accessory,0.0
1485,9.0,Single,3.0,2.0,Mobile,0.0
1486,5.0,Single,3.0,2.0,Mobile,0.0
1487,24.0,Single,4.0,1.0,Mobile,0.0
1488,7.0,Married,4.0,8.0,Laptop & Accessory,0.0
1489,11.0,Married,3.0,6.0,Laptop & Accessory,0.0
1490,15.0,Married,5.0,2.0,Others,1.0
1491,13.0,Married,4.0,6.0,Fashion,0.0
1492,4.0,Divorced,4.0,1.0,Laptop & Accessory,0.0
1493,23.0,Single,5.0,9.0,Grocery,0.0
1494,9.0,Married,3.0,4.0,Mobile,0.0
1495,7.0,Married,4.0,5.0,Laptop & Accessory,0.0
1496,15.0,Married,3.0,6.0,Others,0.0
1497,13.0,Married,4.0,3.0,Laptop & Accessory,0.0
1498,9.0,Married,1.0,7.0,Laptop & Accessory,0.0
1499,16.0,Married,4.0,3.0,Others,0.0
1500,12.0,Married,4.0,3.0,Laptop & Accessory,0.0
1501,4.0,Single,3.0,2.0,Mobile,0.0
1502,0.0,Divorced,4.0,1.0,Mobile,0.0
1503,5.0,Divorced,4.0,3.0,Others,1.0
1504,2.0,Married,5.0,9.0,Laptop & Accessory,0.0
1505,15.0,Single,5.0,5.0,Laptop & Accessory,0.0
1506,0.0,Married,3.0,4.0,Mobile,0.0
1507,26.0,Single,4.0,9.0,Fashion,0.0
1508,28.0,Single,4.0,5.0,Laptop & Accessory,0.0
1509,8.0,Married,5.0,3.0,Fashion,0.0
1510,14.0,Married,4.0,4.0,Laptop & Accessory,0.0
1511,0.0,Single,1.0,2.0,Mobile,0.0
1512,11.0,Married,3.0,4.0,Laptop & Accessory,0.0
1513,9.0,Married,5.0,3.0,Mobile,0.0
1514,4.0,Married,3.0,2.0,Laptop & Accessory,0.0
1515,5.0,Single,3.0,9.0,Laptop & Accessory,0.0
1516,9.0,Single,4.0,2.0,Mobile,1.0
1517,1.0,Married,6.0,3.0,Mobile,0.0
1518,9.0,Single,6.0,3.0,Laptop & Accessory,0.0
1519,17.0,Married,5.0,3.0,Laptop & Accessory,0.0
1520,9.0,Single,4.0,2.0,Mobile,1.0
1521,8.0,Married,1.0,1.0,Mobile,0.0
1522,14.0,Divorced,5.0,11.0,Laptop & Accessory,0.0
1523,9.0,Married,3.0,1.0,Fashion,0.0
1524,5.0,Single,3.0,1.0,Grocery,1.0
1525,22.0,Married,4.0,2.0,Others,0.0
1526,15.0,Single,4.0,9.0,Laptop & Accessory,0.0
1527,19.0,Married,3.0,2.0,Laptop & Accessory,0.0
1528,22.0,Married,4.0,6.0,Laptop & Accessory,0.0
1529,2.0,Married,6.0,2.0,Laptop & Accessory,0.0
1530,23.0,Divorced,3.0,5.0,Grocery,0.0
1531,9.0,Single,3.0,4.0,Laptop & Accessory,0.0
1532,11.0,Single,4.0,1.0,Laptop & Accessory,0.0
1533,1.0,Single,4.0,2.0,Laptop & Accessory,1.0
1534,0.0,Married,3.0,8.0,Fashion,1.0
1535,7.0,Married,3.0,10.0,Laptop & Accessory,0.0
1536,13.0,Single,4.0,2.0,Laptop & Accessory,0.0
1537,26.0,Married,4.0,2.0,Mobile,0.0
1538,10.0,Married,5.0,3.0,Laptop & Accessory,0.0
1539,7.0,Married,4.0,2.0,Laptop & Accessory,0.0
1540,13.0,Single,4.0,7.0,Laptop & Accessory,0.0
1541,7.0,Divorced,4.0,8.0,Laptop & Accessory,0.0
1542,3.0,Divorced,5.0,4.0,Mobile,0.0
1543,23.0,Married,3.0,4.0,Others,0.0
1544,2.0,Married,5.0,3.0,Laptop & Accessory,0.0
1545,15.0,Divorced,3.0,4.0,Fashion,0.0
1546,15.0,Single,5.0,8.0,Laptop & Accessory,0.0
1547,0.0,Single,3.0,2.0,Mobile,1.0
1548,0.0,Single,3.0,2.0,Mobile,0.0
1549,28.0,Married,4.0,2.0,Grocery,0.0
1550,1.0,Married,4.0,3.0,Mobile,0.0
1551,0.0,Single,5.0,4.0,Laptop & Accessory,0.0
1552,11.0,Single,4.0,10.0,Fashion,1.0
1553,15.0,Married,3.0,9.0,Mobile,0.0
1554,15.0,Single,6.0,3.0,Laptop & Accessory,0.0
1555,3.0,Married,2.0,8.0,Mobile,0.0
1556,12.0,Single,3.0,1.0,Grocery,0.0
1557,16.0,Single,5.0,10.0,Others,0.0
1558,0.0,Married,3.0,2.0,Mobile,1.0
1559,9.0,Married,4.0,2.0,Mobile,0.0
1560,4.0,Married,3.0,3.0,Laptop & Accessory,0.0
1561,9.0,Married,3.0,5.0,Mobile,0.0
1562,7.0,Married,3.0,4.0,Laptop & Accessory,0.0
1563,9.0,Single,3.0,3.0,Mobile,0.0
1564,12.0,Single,5.0,2.0,Fashion,0.0
1565,17.0,Married,4.0,5.0,Laptop & Accessory,0.0
1566,3.0,Single,4.0,3.0,Mobile,0.0
1567,1.0,Single,5.0,3.0,Mobile,1.0
1568,2.0,Divorced,4.0,2.0,Laptop & Accessory,0.0
1569,7.0,Married,3.0,2.0,Mobile,0.0
1570,29.0,Married,2.0,6.0,Others,0.0
1571,16.0,Single,3.0,5.0,Mobile,0.0
1572,7.0,Single,3.0,1.0,Laptop & Accessory,0.0
1573,10.0,Married,5.0,2.0,Laptop & Accessory,0.0
1574,9.0,Married,3.0,1.0,Mobile,0.0
1575,18.0,Divorced,2.0,1.0,Others,0.0
1576,9.0,Married,2.0,3.0,Laptop & Accessory,0.0
1577,9.0,Divorced,4.0,2.0,Mobile,0.0
1578,18.0,Married,4.0,6.0,Laptop & Accessory,0.0
1579,0.0,Single,3.0,2.0,Mobile,1.0
1580,13.0,Single,4.0,6.0,Fashion,0.0
1581,4.0,Divorced,4.0,10.0,Laptop & Accessory,0.0
1582,9.0,Single,3.0,19.0,Mobile,1.0
1583,0.0,Married,3.0,3.0,Mobile,1.0
1584,3.0,Married,4.0,3.0,Mobile,0.0
1585,1.0,Single,2.0,3.0,Mobile,0.0
1586,15.0,Single,4.0,3.0,Grocery,0.0
1587,30.0,Married,4.0,6.0,Grocery,0.0
1588,21.0,Married,2.0,3.0,Laptop & Accessory,0.0
1589,1.0,Single,6.0,9.0,Mobile,1.0
1590,25.0,Single,4.0,5.0,Grocery,0.0
1591,13.0,Married,4.0,6.0,Laptop & Accessory,0.0
1592,10.0,Married,3.0,8.0,Laptop & Accessory,0.0
1593,14.0,Married,3.0,3.0,Laptop & Accessory,0.0
1594,14.0,Married,3.0,6.0,Laptop & Accessory,0.0
1595,0.0,Divorced,2.0,1.0,Laptop & Accessory,0.0
1596,9.0,Divorced,3.0,3.0,Laptop & Accessory,0.0
1597,1.0,Single,4.0,7.0,Mobile,1.0
1598,19.0,Married,3.0,3.0,Laptop & Accessory,0.0
1599,19.0,Married,3.0,6.0,Fashion,0.0
1600,1.0,Married,4.0,3.0,Mobile,1.0
1601,9.0,Single,4.0,2.0,Mobile,0.0
1602,23.0,Married,4.0,4.0,Laptop & Accessory,0.0
1603,18.0,Single,6.0,4.0,Mobile,0.0
1604,4.0,Married,5.0,4.0,Laptop & Accessory,1.0
1605,18.0,Married,5.0,3.0,Fashion,0.0
1606,16.0,Married,4.0,8.0,Laptop & Accessory,0.0
1607,17.0,Married,4.0,6.0,Laptop & Accessory,0.0
1608,1.0,Single,4.0,3.0,Mobile,0.0
1609,24.0,Married,4.0,6.0,Fashion,0.0
1610,19.0,Married,3.0,4.0,Fashion,0.0
1611,1.0,Married,4.0,5.0,Fashion,1.0
1612,17.0,Married,3.0,1.0,Others,0.0
1613,1.0,Single,5.0,3.0,Mobile,1.0
1614,25.0,Single,3.0,8.0,Fashion,0.0
1615,8.0,Single,3.0,2.0,Mobile,0.0
1616,12.0,Married,4.0,4.0,Laptop & Accessory,0.0
1617,19.0,Married,4.0,6.0,Fashion,0.0
1618,9.0,Single,4.0,2.0,Mobile,1.0
1619,14.0,Married,4.0,3.0,Laptop & Accessory,0.0
1620,9.0,Married,2.0,3.0,Laptop & Accessory,0.0
1621,17.0,Single,3.0,2.0,Mobile,0.0
1622,1.0,Single,4.0,3.0,Mobile,1.0
1623,13.0,Married,3.0,1.0,Laptop & Accessory,0.0
1624,1.0,Married,3.0,2.0,Mobile,0.0
1625,12.0,Married,5.0,2.0,Fashion,0.0
1626,21.0,Married,3.0,5.0,Laptop & Accessory,0.0
1627,7.0,Married,4.0,5.0,Mobile,0.0
1628,6.0,Single,4.0,6.0,Laptop & Accessory,0.0
1629,5.0,Divorced,4.0,3.0,Laptop & Accessory,0.0
1630,5.0,Single,4.0,10.0,Laptop & Accessory,1.0
1631,6.0,Married,4.0,9.0,Mobile,0.0
1632,29.0,Single,4.0,4.0,Grocery,0.0
1633,8.0,Divorced,4.0,2.0,Mobile,0.0
1634,0.0,Married,4.0,2.0,Mobile,0.0
1635,12.0,Married,4.0,3.0,Laptop & Accessory,0.0
1636,19.0,Married,4.0,9.0,Laptop & Accessory,0.0
1637,0.0,Single,3.0,2.0,Mobile,0.0
1638,11.0,Divorced,3.0,1.0,Mobile,0.0
1639,9.0,Divorced,3.0,4.0,Laptop & Accessory,1.0
1640,0.0,Single,3.0,4.0,Laptop & Accessory,1.0
1641,10.0,Married,4.0,6.0,Laptop & Accessory,0.0
1642,13.0,Married,2.0,4.0,Fashion,0.0
1643,1.0,Single,4.0,3.0,Mobile,1.0
1644,2.0,Single,3.0,2.0,Mobile,0.0
1645,21.0,Married,5.0,10.0,Fashion,0.0
1646,14.0,Married,5.0,5.0,Laptop & Accessory,0.0
1647,3.0,Married,4.0,4.0,Laptop & Accessory,0.0
1648,19.0,Married,4.0,11.0,Laptop & Accessory,0.0
1649,26.0,Divorced,4.0,4.0,Grocery,0.0
1650,19.0,Married,4.0,9.0,Laptop & Accessory,0.0
1651,3.0,Married,4.0,3.0,Mobile,0.0
1652,19.0,Married,3.0,10.0,Mobile,1.0
1653,27.0,Married,5.0,4.0,Fashion,0.0
1654,3.0,Married,3.0,2.0,Laptop & Accessory,0.0
1655,0.0,Single,4.0,6.0,Mobile,1.0
1656,22.0,Divorced,3.0,3.0,Laptop & Accessory,0.0
1657,13.0,Married,5.0,2.0,Grocery,0.0
1658,0.0,Single,3.0,3.0,Mobile,1.0
1659,15.0,Married,3.0,6.0,Others,0.0
1660,20.0,Married,3.0,9.0,Laptop & Accessory,0.0
1661,11.0,Married,4.0,3.0,Laptop & Accessory,0.0
1662,1.0,Single,5.0,7.0,Mobile,1.0
1663,1.0,Divorced,4.0,9.0,Mobile,1.0
1664,1.0,Single,5.0,3.0,Laptop & Accessory,0.0
1665,9.0,Married,4.0,4.0,Mobile,0.0
1666,8.0,Divorced,4.0,2.0,Mobile,0.0
1667,19.0,Divorced,3.0,6.0,Fashion,0.0
1668,1.0,Married,5.0,7.0,Mobile,1.0
1669,3.0,Single,4.0,3.0,Mobile,0.0
1670,14.0,Single,4.0,3.0,Others,0.0
1671,7.0,Single,5.0,5.0,Laptop & Accessory,0.0
1672,8.0,Married,5.0,3.0,Mobile,0.0
1673,14.0,Married,5.0,9.0,Fashion,0.0
1674,28.0,Married,4.0,11.0,Laptop & Accessory,0.0
1675,9.0,Married,4.0,2.0,Laptop & Accessory,0.0
1676,1.0,Single,3.0,1.0,Laptop & Accessory,0.0
1677,10.0,Married,5.0,2.0,Fashion,0.0
1678,6.0,Single,4.0,4.0,Mobile,0.0
1679,30.0,Married,4.0,4.0,Mobile,0.0
1680,4.0,Married,5.0,3.0,Laptop & Accessory,0.0
1681,15.0,Divorced,1.0,3.0,Laptop & Accessory,0.0
1682,28.0,Single,3.0,3.0,Grocery,0.0
1683,1.0,Married,6.0,2.0,Mobile,1.0
1684,9.0,Divorced,5.0,6.0,Fashion,0.0
1685,9.0,Single,4.0,5.0,Fashion,0.0
1686,9.0,Divorced,1.0,2.0,Mobile,0.0
1687,6.0,Single,3.0,5.0,Mobile,0.0
1688,16.0,Single,3.0,5.0,Mobile,0.0
1689,9.0,Divorced,3.0,4.0,Mobile,0.0
1690,15.0,Married,1.0,6.0,Laptop & Accessory,0.0
1691,1.0,Single,4.0,4.0,Mobile,1.0
1692,1.0,Single,4.0,2.0,Mobile,1.0
1693,9.0,Married,4.0,3.0,Laptop & Accessory,0.0
1694,7.0,Married,4.0,3.0,Laptop & Accessory,0.0
1695,9.0,Single,4.0,7.0,Laptop & Accessory,0.0
1696,7.0,Divorced,3.0,10.0,Laptop & Accessory,0.0
1697,0.0,Married,1.0,2.0,Laptop & Accessory,0.0
1698,20.0,Married,5.0,4.0,Fashion,0.0
1699,3.0,Divorced,4.0,3.0,Mobile,0.0
1700,1.0,Married,4.0,5.0,Mobile,1.0
1701,1.0,Married,4.0,3.0,Mobile,0.0
1702,9.0,Divorced,3.0,9.0,Mobile,0.0
1703,24.0,Married,4.0,4.0,Grocery,0.0
1704,11.0,Single,2.0,2.0,Mobile,0.0
1705,1.0,Divorced,4.0,5.0,Fashion,1.0
1706,20.0,Married,4.0,9.0,Others,0.0
1707,25.0,Married,3.0,3.0,Mobile,0.0
1708,0.0,Married,4.0,2.0,Laptop & Accessory,0.0
1709,14.0,Married,5.0,7.0,Laptop & Accessory,0.0
1710,1.0,Married,2.0,9.0,Mobile,0.0
1711,19.0,Single,4.0,6.0,Laptop & Accessory,1.0
1712,31.0,Single,4.0,10.0,Laptop & Accessory,0.0
1713,8.0,Married,4.0,8.0,Mobile,0.0
1714,7.0,Married,1.0,1.0,Laptop & Accessory,0.0
1715,1.0,Divorced,3.0,4.0,Mobile,0.0
1716,8.0,Single,4.0,2.0,Mobile,0.0
1717,6.0,Single,4.0,3.0,Fashion,0.0
1718,4.0,Divorced,1.0,1.0,Mobile,0.0
1719,4.0,Married,6.0,5.0,Mobile,0.0
1720,9.0,Divorced,5.0,2.0,Laptop & Accessory,0.0
1721,2.0,Married,3.0,2.0,Laptop & Accessory,0.0
1722,30.0,Married,5.0,4.0,Fashion,0.0
1723,1.0,Married,4.0,4.0,Fashion,1.0
1724,30.0,Married,3.0,2.0,Mobile,0.0
1725,23.0,Single,3.0,5.0,Fashion,0.0
1726,9.0,Married,3.0,2.0,Mobile,0.0
1727,9.0,Married,3.0,2.0,Mobile,1.0
1728,2.0,Married,4.0,3.0,Mobile,0.0
1729,18.0,Divorced,3.0,5.0,Fashion,0.0
1730,17.0,Married,3.0,8.0,Others,0.0
1731,19.0,Married,4.0,10.0,Laptop & Accessory,0.0
1732,5.0,Married,3.0,1.0,Laptop & Accessory,0.0
1733,10.0,Single,5.0,3.0,Laptop & Accessory,0.0
1734,0.0,Single,3.0,2.0,Laptop & Accessory,0.0
1735,26.0,Married,4.0,4.0,Mobile,0.0
1736,0.0,Divorced,5.0,2.0,Mobile,0.0
1737,10.0,Married,4.0,2.0,Laptop & Accessory,0.0
1738,8.0,Married,4.0,2.0,Mobile,0.0
1739,24.0,Single,4.0,5.0,Others,0.0
1740,1.0,Divorced,6.0,6.0,Laptop & Accessory,1.0
1741,10.0,Divorced,3.0,11.0,Fashion,0.0
1742,9.0,Divorced,3.0,2.0,Mobile,0.0
1743,14.0,Single,4.0,9.0,Grocery,0.0
1744,31.0,Single,4.0,10.0,Laptop & Accessory,0.0
1745,9.0,Single,3.0,3.0,Mobile,0.0
1746,8.0,Single,4.0,3.0,Mobile,0.0
1747,9.0,Married,3.0,7.0,Laptop & Accessory,0.0
1748,4.0,Single,4.0,2.0,Mobile,0.0
1749,9.0,Married,3.0,2.0,Mobile,0.0
1750,2.0,Single,4.0,3.0,Laptop & Accessory,0.0
1751,17.0,Married,1.0,4.0,Grocery,0.0
1752,5.0,Married,2.0,6.0,Laptop & Accessory,0.0
1753,14.0,Married,4.0,5.0,Laptop & Accessory,0.0
1754,0.0,Married,3.0,2.0,Mobile,1.0
1755,1.0,Married,4.0,2.0,Mobile,1.0
1756,5.0,Single,4.0,3.0,Laptop & Accessory,1.0
1757,3.0,Divorced,5.0,3.0,Laptop & Accessory,0.0
1758,24.0,Married,3.0,2.0,Mobile,0.0
1759,1.0,Single,5.0,3.0,Mobile,0.0
1760,12.0,Married,3.0,3.0,Laptop & Accessory,0.0
1761,1.0,Married,4.0,3.0,Laptop & Accessory,1.0
1762,20.0,Married,3.0,1.0,Fashion,0.0
1763,0.0,Single,5.0,2.0,Mobile,1.0
1764,20.0,Married,4.0,8.0,Grocery,0.0
1765,18.0,Single,5.0,5.0,Mobile,0.0
1766,10.0,Married,2.0,3.0,Mobile,0.0
1767,12.0,Married,4.0,7.0,Mobile,0.0
1768,15.0,Married,3.0,2.0,Others,0.0
1769,28.0,Single,3.0,3.0,Grocery,0.0
1770,10.0,Single,4.0,6.0,Laptop & Accessory,0.0
1771,27.0,Married,3.0,10.0,Laptop & Accessory,0.0
1772,20.0,Married,3.0,6.0,Laptop & Accessory,0.0
1773,0.0,Single,3.0,2.0,Laptop & Accessory,1.0
1774,6.0,Married,4.0,8.0,Mobile,0.0
1775,13.0,Single,3.0,4.0,Laptop & Accessory,1.0
1776,0.0,Married,3.0,2.0,Fashion,1.0
1777,9.0,Married,3.0,3.0,Mobile,0.0
1778,7.0,Single,4.0,1.0,Laptop & Accessory,0.0
1779,10.0,Married,4.0,6.0,Fashion,1.0
1780,8.0,Single,4.0,4.0,Mobile,0.0
1781,1.0,Single,6.0,2.0,Mobile,1.0
1782,14.0,Married,3.0,5.0,Mobile,0.0
1783,1.0,Single,2.0,2.0,Laptop & Accessory,0.0
1784,1.0,Married,3.0,8.0,Laptop & Accessory,1.0
1785,4.0,Married,5.0,2.0,Laptop & Accessory,0.0
1786,14.0,Single,4.0,3.0,Laptop & Accessory,0.0
1787,6.0,Divorced,3.0,7.0,Laptop & Accessory,0.0
1788,19.0,Married,5.0,2.0,Laptop & Accessory,0.0
1789,18.0,Single,4.0,2.0,Grocery,0.0
1790,0.0,Single,3.0,2.0,Mobile,0.0
1791,19.0,Married,4.0,6.0,Laptop & Accessory,0.0
1792,11.0,Married,4.0,3.0,Mobile,0.0
1793,1.0,Divorced,4.0,7.0,Mobile,1.0
1794,15.0,Divorced,4.0,5.0,Mobile,0.0
1795,13.0,Married,4.0,6.0,Laptop & Accessory,0.0
1796,1.0,Single,2.0,10.0,Laptop & Accessory,1.0
1797,13.0,Married,4.0,3.0,Mobile,0.0
1798,21.0,Married,4.0,3.0,Grocery,0.0
1799,0.0,Married,1.0,2.0,Laptop & Accessory,0.0
1800,6.0,Married,5.0,3.0,Laptop & Accessory,0.0
1801,15.0,Married,3.0,3.0,Fashion,0.0
1802,4.0,Divorced,4.0,3.0,Laptop & Accessory,0.0
1803,12.0,Divorced,4.0,3.0,Mobile,0.0
1804,4.0,Married,3.0,1.0,Mobile,0.0
1805,0.0,Single,3.0,6.0,Laptop & Accessory,1.0
1806,24.0,Divorced,3.0,5.0,Laptop & Accessory,0.0
1807,12.0,Married,4.0,11.0,Laptop & Accessory,0.0
1808,0.0,Married,3.0,3.0,Laptop & Accessory,1.0
1809,14.0,Divorced,2.0,2.0,Fashion,0.0
1810,8.0,Single,4.0,10.0,Laptop & Accessory,0.0
1811,17.0,Married,4.0,6.0,Laptop & Accessory,0.0
1812,9.0,Married,3.0,6.0,Mobile,0.0
1813,14.0,Married,4.0,11.0,Mobile,0.0
1814,5.0,Married,1.0,2.0,Laptop & Accessory,0.0
1815,11.0,Single,1.0,7.0,Laptop & Accessory,0.0
1816,21.0,Single,4.0,3.0,Laptop & Accessory,0.0
1817,10.0,Married,4.0,6.0,Mobile,0.0
1818,19.0,Single,3.0,4.0,Others,0.0
1819,0.0,Married,4.0,2.0,Mobile,0.0
1820,0.0,Married,3.0,1.0,Mobile,1.0
1821,16.0,Divorced,4.0,7.0,Grocery,0.0
1822,7.0,Divorced,1.0,1.0,Mobile,0.0
1823,6.0,Single,4.0,3.0,Laptop & Accessory,0.0
1824,18.0,Married,4.0,3.0,Mobile,0.0
1825,6.0,Divorced,4.0,3.0,Mobile,0.0
1826,17.0,Single,3.0,10.0,Laptop & Accessory,0.0
1827,17.0,Divorced,5.0,5.0,Laptop & Accessory,0.0
1828,2.0,Married,5.0,3.0,Mobile,0.0
1829,31.0,Married,5.0,4.0,Fashion,0.0
1830,17.0,Married,1.0,2.0,Fashion,0.0
1831,4.0,Married,4.0,2.0,Mobile,0.0
1832,0.0,Married,4.0,2.0,Laptop & Accessory,0.0
1833,7.0,Married,4.0,2.0,Laptop & Accessory,0.0
1834,8.0,Single,3.0,4.0,Laptop & Accessory,0.0
1835,19.0,Married,4.0,6.0,Laptop & Accessory,0.0
1836,5.0,Single,3.0,3.0,Fashion,0.0
1837,10.0,Married,3.0,2.0,Fashion,0.0
1838,19.0,Married,3.0,10.0,Others,0.0
1839,7.0,Married,4.0,2.0,Laptop & Accessory,0.0
1840,14.0,Married,4.0,5.0,Laptop & Accessory,0.0
1841,8.0,Single,4.0,1.0,Mobile,0.0
1842,16.0,Married,2.0,9.0,Laptop & Accessory,0.0
1843,7.0,Married,2.0,3.0,Mobile,0.0
1844,0.0,Single,1.0,2.0,Mobile,0.0
1845,1.0,Single,4.0,3.0,Laptop & Accessory,0.0
1846,20.0,Married,2.0,4.0,Grocery,0.0
1847,8.0,Divorced,4.0,4.0,Fashion,0.0
1848,5.0,Single,4.0,6.0,Laptop & Accessory,0.0
1849,11.0,Married,4.0,5.0,Laptop & Accessory,0.0
1850,4.0,Married,3.0,2.0,Mobile,0.0
1851,1.0,Single,4.0,3.0,Mobile,1.0
1852,12.0,Married,3.0,9.0,Laptop & Accessory,0.0
1853,7.0,Married,4.0,2.0,Laptop & Accessory,0.0
1854,18.0,Single,5.0,2.0,Laptop & Accessory,0.0
1855,4.0,Married,3.0,4.0,Laptop & Accessory,0.0
1856,0.0,Single,1.0,9.0,Laptop & Accessory,1.0
1857,1.0,Single,5.0,3.0,Laptop & Accessory,0.0
1858,1.0,Divorced,4.0,3.0,Mobile,0.0
1859,1.0,Single,4.0,2.0,Mobile,1.0
1860,8.0,Single,3.0,1.0,Fashion,0.0
1861,0.0,Single,3.0,4.0,Laptop & Accessory,1.0
1862,13.0,Married,6.0,8.0,Laptop & Accessory,0.0
1863,1.0,Married,4.0,2.0,Mobile,1.0
1864,28.0,Single,3.0,1.0,Others,0.0
1865,13.0,Divorced,4.0,2.0,Mobile,1.0
1866,16.0,Married,4.0,4.0,Laptop & Accessory,0.0
1867,4.0,Married,4.0,3.0,Mobile,0.0
1868,20.0,Single,4.0,2.0,Mobile,0.0
1869,0.0,Divorced,3.0,2.0,Fashion,1.0
1870,9.0,Married,4.0,1.0,Mobile,0.0
1871,3.0,Married,3.0,9.0,Laptop & Accessory,0.0
1872,3.0,Married,2.0,3.0,Mobile,0.0
1873,14.0,Single,4.0,3.0,Grocery,0.0
1874,19.0,Single,3.0,7.0,Laptop & Accessory,0.0
1875,9.0,Married,3.0,5.0,Laptop & Accessory,0.0
1876,9.0,Married,3.0,2.0,Mobile,0.0
1877,9.0,Single,3.0,5.0,Mobile,0.0
1878,0.0,Married,4.0,10.0,Fashion,0.0
1879,4.0,Married,2.0,5.0,Laptop & Accessory,0.0
1880,31.0,Single,5.0,9.0,Laptop & Accessory,0.0
1881,25.0,Married,3.0,1.0,Mobile,0.0
1882,8.0,Single,3.0,4.0,Fashion,0.0
1883,0.0,Married,1.0,1.0,Mobile,1.0
1884,0.0,Divorced,4.0,1.0,Mobile,1.0
1885,9.0,Married,4.0,3.0,Laptop & Accessory,0.0
1886,9.0,Married,4.0,2.0,Laptop & Accessory,0.0
1887,11.0,Single,4.0,6.0,Fashion,0.0
1888,9.0,Single,3.0,1.0,Laptop & Accessory,0.0
1889,1.0,Single,4.0,3.0,Laptop & Accessory,1.0
1890,0.0,Single,3.0,2.0,Mobile,1.0
1891,2.0,Married,4.0,3.0,Laptop & Accessory,0.0
1892,5.0,Single,3.0,5.0,Laptop & Accessory,0.0
1893,9.0,Married,5.0,3.0,Fashion,0.0
1894,2.0,Married,4.0,2.0,Laptop & Accessory,0.0
1895,14.0,Single,3.0,4.0,Fashion,0.0
1896,19.0,Married,3.0,8.0,Fashion,0.0
1897,1.0,Married,4.0,5.0,Mobile,1.0
1898,16.0,Divorced,5.0,2.0,Laptop & Accessory,0.0
1899,11.0,Single,4.0,6.0,Fashion,0.0
1900,1.0,Divorced,2.0,3.0,Mobile,1.0
1901,7.0,Single,5.0,4.0,Laptop & Accessory,0.0
1902,6.0,Single,4.0,2.0,Laptop & Accessory,0.0
1903,12.0,Married,5.0,6.0,Mobile,0.0
1904,1.0,Single,4.0,3.0,Mobile,1.0
1905,1.0,Single,4.0,3.0,Mobile,0.0
1906,26.0,Married,2.0,2.0,Laptop & Accessory,0.0
1907,16.0,Married,5.0,11.0,Laptop & Accessory,0.0
1908,0.0,Single,4.0,7.0,Laptop & Accessory,1.0
1909,17.0,Married,1.0,3.0,Mobile,0.0
1910,31.0,Married,6.0,5.0,Fashion,0.0
1911,0.0,Single,4.0,6.0,Mobile,1.0
1912,5.0,Married,4.0,6.0,Laptop & Accessory,0.0
1913,19.0,Single,5.0,3.0,Mobile,0.0
1914,8.0,Married,5.0,5.0,Mobile,0.0
1915,9.0,Single,4.0,3.0,Laptop & Accessory,0.0
1916,31.0,Married,4.0,5.0,Fashion,0.0
1917,9.0,Single,3.0,4.0,Mobile,0.0
1918,6.0,Single,4.0,4.0,Laptop & Accessory,0.0
1919,10.0,Single,4.0,5.0,Mobile,0.0
1920,1.0,Married,4.0,2.0,Laptop & Accessory,0.0
1921,4.0,Single,4.0,5.0,Mobile,1.0
1922,18.0,Single,5.0,1.0,Laptop & Accessory,0.0
1923,18.0,Married,4.0,2.0,Laptop & Accessory,0.0
1924,5.0,Married,4.0,11.0,Fashion,0.0
1925,3.0,Single,4.0,6.0,Laptop & Accessory,0.0
1926,3.0,Married,4.0,3.0,Mobile,0.0
1927,27.0,Married,2.0,5.0,Fashion,0.0
1928,13.0,Single,3.0,2.0,Others,0.0
1929,9.0,Divorced,4.0,7.0,Mobile,0.0
1930,8.0,Married,3.0,2.0,Fashion,0.0
1931,23.0,Married,4.0,3.0,Mobile,0.0
1932,16.0,Single,3.0,7.0,Fashion,1.0
1933,12.0,Married,4.0,2.0,Laptop & Accessory,0.0
1934,0.0,Single,4.0,1.0,Mobile,1.0
1935,19.0,Married,2.0,2.0,Others,0.0
1936,15.0,Married,3.0,1.0,Laptop & Accessory,0.0
1937,15.0,Married,4.0,2.0,Laptop & Accessory,0.0
1938,8.0,Married,4.0,2.0,Mobile,0.0
1939,16.0,Married,4.0,7.0,Grocery,0.0
1940,9.0,Married,3.0,5.0,Mobile,0.0
1941,14.0,Married,4.0,6.0,Mobile,0.0
1942,1.0,Single,5.0,9.0,Laptop & Accessory,1.0
1943,0.0,Divorced,2.0,3.0,Mobile,0.0
1944,26.0,Divorced,4.0,10.0,Laptop & Accessory,0.0
1945,7.0,Married,4.0,5.0,Laptop & Accessory,0.0
1946,3.0,Married,5.0,3.0,Laptop & Accessory,0.0
1947,7.0,Divorced,5.0,8.0,Mobile,0.0
1948,6.0,Single,3.0,2.0,Laptop & Accessory,0.0
1949,5.0,Divorced,5.0,3.0,Mobile,0.0
1950,23.0,Divorced,4.0,3.0,Mobile,0.0
1951,0.0,Divorced,4.0,2.0,Fashion,1.0
1952,14.0,Married,4.0,2.0,Laptop & Accessory,0.0
1953,1.0,Single,6.0,2.0,Mobile,1.0
1954,20.0,Married,5.0,10.0,Laptop & Accessory,0.0
1955,21.0,Married,4.0,5.0,Others,0.0
1956,9.0,Married,4.0,2.0,Fashion,0.0
